cancer_type,gene,mutated_samples,total_samples,mutation_frequency
BRCA,ESX1,1,49,2.0408163265306123
BRCA,ESYT3,1,49,2.0408163265306123
BRCA,ETV7,1,49,2.0408163265306123
BRCA,EVA1C,1,49,2.0408163265306123
BRCA,EWSR1,1,49,2.0408163265306123
BRCA,EXD1,1,49,2.0408163265306123
BRCA,EXOC1,1,49,2.0408163265306123
BRCA,EXOC2,1,49,2.0408163265306123
BRCA,EXOC7,1,49,2.0408163265306123
BRCA,EXT2,1,49,2.0408163265306123
BRCA,FAAH2,1,49,2.0408163265306123
BRCA,FADS2,1,49,2.0408163265306123
BRCA,FAM122B,1,49,2.0408163265306123
BRCA,FAM124B,1,49,2.0408163265306123
BRCA,FAM160B1,1,49,2.0408163265306123
BRCA,FAM174C,1,49,2.0408163265306123
BRCA,FAM184A,1,49,2.0408163265306123
BRCA,FAM214B,1,49,2.0408163265306123
BRCA,FAM71D,1,49,2.0408163265306123
BRCA,FAM81A,1,49,2.0408163265306123
BRCA,FAM83C,1,49,2.0408163265306123
BRCA,FANCA,1,49,2.0408163265306123
BRCA,FANCB,1,49,2.0408163265306123
BRCA,FANCD2,1,49,2.0408163265306123
BRCA,FAT1,1,49,2.0408163265306123
BRCA,FAT2,1,49,2.0408163265306123
BRCA,FAT4,1,49,2.0408163265306123
BRCA,FBH1,1,49,2.0408163265306123
BRCA,FBN1,1,49,2.0408163265306123
BRCA,FBN3,1,49,2.0408163265306123
BRCA,FBXO30,1,49,2.0408163265306123
BRCA,FES,1,49,2.0408163265306123
BRCA,FEZF2,1,49,2.0408163265306123
BRCA,FGF18,1,49,2.0408163265306123
BRCA,FGF23,1,49,2.0408163265306123
BRCA,FGFR2,1,49,2.0408163265306123
BRCA,FIGLA,1,49,2.0408163265306123
BRCA,FILIP1L,1,49,2.0408163265306123
BRCA,FKBP15,1,49,2.0408163265306123
BRCA,FKBP4,1,49,2.0408163265306123
BRCA,FKBP8,1,49,2.0408163265306123
BRCA,FLG2,1,49,2.0408163265306123
BRCA,FLII,1,49,2.0408163265306123
BRCA,FLNA,1,49,2.0408163265306123
BRCA,FLOT1,1,49,2.0408163265306123
BRCA,FLVCR1,1,49,2.0408163265306123
BRCA,FMN2,1,49,2.0408163265306123
BRCA,FMNL3,1,49,2.0408163265306123
BRCA,FNDC1,1,49,2.0408163265306123
BRCA,FNDC3B,1,49,2.0408163265306123
BRCA,FOCAD,1,49,2.0408163265306123
BRCA,FOSL2,1,49,2.0408163265306123
BRCA,FOXA1,1,49,2.0408163265306123
BRCA,FOXM1,1,49,2.0408163265306123
BRCA,FRAS1,1,49,2.0408163265306123
BRCA,FRMD4B,1,49,2.0408163265306123
BRCA,FRY,1,49,2.0408163265306123
BRCA,FSCB,1,49,2.0408163265306123
BRCA,FSCN1,1,49,2.0408163265306123
BRCA,FUCA2,1,49,2.0408163265306123
BRCA,FUNDC1,1,49,2.0408163265306123
BRCA,FXR2,1,49,2.0408163265306123
BRCA,FYN,1,49,2.0408163265306123
BRCA,FZD2,1,49,2.0408163265306123
BRCA,GABRQ,1,49,2.0408163265306123
BRCA,GALNT14,1,49,2.0408163265306123
BRCA,GALNT5,1,49,2.0408163265306123
BRCA,GALNT9,1,49,2.0408163265306123
BRCA,GALNTL6,1,49,2.0408163265306123
BRCA,GAREM1,1,49,2.0408163265306123
BRCA,GATB,1,49,2.0408163265306123
BRCA,GBP4,1,49,2.0408163265306123
BRCA,GBP5,1,49,2.0408163265306123
BRCA,GCC2,1,49,2.0408163265306123
BRCA,GCFC2,1,49,2.0408163265306123
BRCA,GDPGP1,1,49,2.0408163265306123
BRCA,GFM2,1,49,2.0408163265306123
BRCA,GGA1,1,49,2.0408163265306123
BRCA,GGT1,1,49,2.0408163265306123
BRCA,GIPC3,1,49,2.0408163265306123
BRCA,GJA8,1,49,2.0408163265306123
BRCA,GLB1L3,1,49,2.0408163265306123
BRCA,GLS,1,49,2.0408163265306123
BRCA,GLT6D1,1,49,2.0408163265306123
BRCA,GLYATL1,1,49,2.0408163265306123
BRCA,GMIP,1,49,2.0408163265306123
BRCA,GNAI1,1,49,2.0408163265306123
BRCA,GNAS,1,49,2.0408163265306123
BRCA,GNB1,1,49,2.0408163265306123
BRCA,GNB1L,1,49,2.0408163265306123
BRCA,GNLY,1,49,2.0408163265306123
BRCA,GNPAT,1,49,2.0408163265306123
BRCA,GOLGA1,1,49,2.0408163265306123
BRCA,GOLGA3,1,49,2.0408163265306123
BRCA,GOLGB1,1,49,2.0408163265306123
BRCA,GP6,1,49,2.0408163265306123
BRCA,GPAT2,1,49,2.0408163265306123
BRCA,GPATCH8,1,49,2.0408163265306123
BRCA,GPC3,1,49,2.0408163265306123
BRCA,GPC5,1,49,2.0408163265306123
BRCA,GPKOW,1,49,2.0408163265306123
BRCA,GPR107,1,49,2.0408163265306123
BRCA,GPR139,1,49,2.0408163265306123
BRCA,GPR142,1,49,2.0408163265306123
BRCA,GPR149,1,49,2.0408163265306123
BRCA,GPR182,1,49,2.0408163265306123
BRCA,GPR22,1,49,2.0408163265306123
BRCA,GPR85,1,49,2.0408163265306123
BRCA,GPRASP1,1,49,2.0408163265306123
BRCA,GPRASP2,1,49,2.0408163265306123
BRCA,GPRC5C,1,49,2.0408163265306123
BRCA,GPS2,1,49,2.0408163265306123
BRCA,GPSM2,1,49,2.0408163265306123
BRCA,GPSM3,1,49,2.0408163265306123
BRCA,GPX2,1,49,2.0408163265306123
BRCA,GRAMD2B,1,49,2.0408163265306123
BRCA,GRB10,1,49,2.0408163265306123
BRCA,GREB1,1,49,2.0408163265306123
BRCA,GRHL2,1,49,2.0408163265306123
BRCA,GRIA3,1,49,2.0408163265306123
BRCA,GRID1,1,49,2.0408163265306123
BRCA,GRIK4,1,49,2.0408163265306123
BRCA,GRIP2,1,49,2.0408163265306123
BRCA,GRK1,1,49,2.0408163265306123
BRCA,GRK2,1,49,2.0408163265306123
BRCA,GRK3,1,49,2.0408163265306123
BRCA,GRM7,1,49,2.0408163265306123
BRCA,GSR,1,49,2.0408163265306123
BRCA,GSTO2,1,49,2.0408163265306123
BRCA,GTF2E1,1,49,2.0408163265306123
BRCA,GTF2IRD2,1,49,2.0408163265306123
BRCA,GUCY2F,1,49,2.0408163265306123
BRCA,GYG2,1,49,2.0408163265306123
BRCA,GZMA,1,49,2.0408163265306123
BRCA,GZMK,1,49,2.0408163265306123
BRCA,H1-2,1,49,2.0408163265306123
BRCA,H2BC12,1,49,2.0408163265306123
BRCA,H4C3,1,49,2.0408163265306123
BRCA,HCN1,1,49,2.0408163265306123
BRCA,HDAC1,1,49,2.0408163265306123
BRCA,HDAC3,1,49,2.0408163265306123
BRCA,HDAC5,1,49,2.0408163265306123
BRCA,HDAC6,1,49,2.0408163265306123
BRCA,HDX,1,49,2.0408163265306123
BRCA,HEATR1,1,49,2.0408163265306123
BRCA,HEATR5A,1,49,2.0408163265306123
BRCA,HECTD1,1,49,2.0408163265306123
BRCA,HECTD4,1,49,2.0408163265306123
BRCA,HELZ,1,49,2.0408163265306123
BRCA,HFM1,1,49,2.0408163265306123
BRCA,HGF,1,49,2.0408163265306123
BRCA,HGS,1,49,2.0408163265306123
BRCA,HIVEP1,1,49,2.0408163265306123
BRCA,HIVEP2,1,49,2.0408163265306123
BRCA,HK1,1,49,2.0408163265306123
BRCA,HLA-E,1,49,2.0408163265306123
BRCA,HM13,1,49,2.0408163265306123
BRCA,HMCN1,1,49,2.0408163265306123
BRCA,HMGCR,1,49,2.0408163265306123
BRCA,HMGN2,1,49,2.0408163265306123
BRCA,HMOX2,1,49,2.0408163265306123
BRCA,HNF1B,1,49,2.0408163265306123
BRCA,HNRNPH2,1,49,2.0408163265306123
BRCA,HNRNPL,1,49,2.0408163265306123
BRCA,HNRNPLL,1,49,2.0408163265306123
BRCA,HOMER2,1,49,2.0408163265306123
BRCA,HOOK2,1,49,2.0408163265306123
BRCA,HP1BP3,1,49,2.0408163265306123
BRCA,HPD,1,49,2.0408163265306123
BRCA,HROB,1,49,2.0408163265306123
BRCA,HS3ST5,1,49,2.0408163265306123
BRCA,HSD17B4,1,49,2.0408163265306123
BRCA,HSP90AB1,1,49,2.0408163265306123
BRCA,HSPA2,1,49,2.0408163265306123
BRCA,HSPG2,1,49,2.0408163265306123
BRCA,HTATSF1,1,49,2.0408163265306123
BRCA,HTR1A,1,49,2.0408163265306123
BRCA,HTR5A,1,49,2.0408163265306123
BRCA,HUNK,1,49,2.0408163265306123
BRCA,IBTK,1,49,2.0408163265306123
BRCA,ICA1,1,49,2.0408163265306123
BRCA,IFI44,1,49,2.0408163265306123
BRCA,IFNAR1,1,49,2.0408163265306123
BRCA,IFNG,1,49,2.0408163265306123
BRCA,IFRD1,1,49,2.0408163265306123
BRCA,IFT122,1,49,2.0408163265306123
BRCA,IFT140,1,49,2.0408163265306123
BRCA,IFT80,1,49,2.0408163265306123
BRCA,IFT88,1,49,2.0408163265306123
BRCA,IGDCC3,1,49,2.0408163265306123
BRCA,IGF1R,1,49,2.0408163265306123
BRCA,IGHV4-31,1,49,2.0408163265306123
BRCA,IGKV1-8,1,49,2.0408163265306123
BRCA,IGKV1D-43,1,49,2.0408163265306123
BRCA,IGKV3-11,1,49,2.0408163265306123
BRCA,IGKV3D-15,1,49,2.0408163265306123
BRCA,IGLV1-40,1,49,2.0408163265306123
BRCA,IGLV1-47,1,49,2.0408163265306123
BRCA,IGSF22,1,49,2.0408163265306123
BRCA,IGSF9,1,49,2.0408163265306123
BRCA,IKBKE,1,49,2.0408163265306123
BRCA,IL11RA,1,49,2.0408163265306123
BRCA,IL12RB1,1,49,2.0408163265306123
BRCA,IL17RA,1,49,2.0408163265306123
BRCA,IL1R2,1,49,2.0408163265306123
BRCA,IL4I1,1,49,2.0408163265306123
BRCA,IL6,1,49,2.0408163265306123
BRCA,IL6ST,1,49,2.0408163265306123
BRCA,IL9R,1,49,2.0408163265306123
BRCA,IMPG2,1,49,2.0408163265306123
BRCA,ING1,1,49,2.0408163265306123
BRCA,INPPL1,1,49,2.0408163265306123
BRCA,INSR,1,49,2.0408163265306123
BRCA,INSRR,1,49,2.0408163265306123
BRCA,INTS14,1,49,2.0408163265306123
BRCA,INTS5,1,49,2.0408163265306123
BRCA,INTS6,1,49,2.0408163265306123
BRCA,IPO5,1,49,2.0408163265306123
BRCA,IQGAP2,1,49,2.0408163265306123
BRCA,IRF2BPL,1,49,2.0408163265306123
BRCA,ITGA10,1,49,2.0408163265306123
BRCA,ITGA4,1,49,2.0408163265306123
BRCA,ITGAX,1,49,2.0408163265306123
BRCA,ITGB1,1,49,2.0408163265306123
BRCA,ITGB3BP,1,49,2.0408163265306123
BRCA,ITGB4,1,49,2.0408163265306123
BRCA,ITGB5,1,49,2.0408163265306123
BRCA,ITGB6,1,49,2.0408163265306123
BRCA,ITK,1,49,2.0408163265306123
BRCA,ITLN2,1,49,2.0408163265306123
BRCA,ITM2A,1,49,2.0408163265306123
BRCA,ITPR1,1,49,2.0408163265306123
BRCA,ITPRIP,1,49,2.0408163265306123
BRCA,ITPRIPL1,1,49,2.0408163265306123
BRCA,ITSN1,1,49,2.0408163265306123
BRCA,ITSN2,1,49,2.0408163265306123
BRCA,IVNS1ABP,1,49,2.0408163265306123
BRCA,IYD,1,49,2.0408163265306123
BRCA,JAKMIP2,1,49,2.0408163265306123
BRCA,JAKMIP3,1,49,2.0408163265306123
BRCA,JPH2,1,49,2.0408163265306123
BRCA,KANSL1,1,49,2.0408163265306123
BRCA,KATNAL1,1,49,2.0408163265306123
BRCA,KCNB2,1,49,2.0408163265306123
BRCA,KCNH8,1,49,2.0408163265306123
BRCA,KCNIP1,1,49,2.0408163265306123
BRCA,KCNJ16,1,49,2.0408163265306123
BRCA,KCNJ3,1,49,2.0408163265306123
BRCA,KCNMA1,1,49,2.0408163265306123
BRCA,KCNQ2,1,49,2.0408163265306123
BRCA,KCNS3,1,49,2.0408163265306123
BRCA,KCNT2,1,49,2.0408163265306123
BRCA,KCNV1,1,49,2.0408163265306123
BRCA,KDM1A,1,49,2.0408163265306123
BRCA,KDM4D,1,49,2.0408163265306123
BRCA,KEL,1,49,2.0408163265306123
BRCA,KIAA0319,1,49,2.0408163265306123
BRCA,KIAA0586,1,49,2.0408163265306123
BRCA,KIAA1210,1,49,2.0408163265306123
BRCA,KIAA1328,1,49,2.0408163265306123
BRCA,KIAA1549L,1,49,2.0408163265306123
BRCA,KIAA1958,1,49,2.0408163265306123
BRCA,KIAA2026,1,49,2.0408163265306123
BRCA,KIDINS220,1,49,2.0408163265306123
BRCA,KIF14,1,49,2.0408163265306123
BRCA,KIF1B,1,49,2.0408163265306123
BRCA,KIF3A,1,49,2.0408163265306123
BRCA,KIF4A,1,49,2.0408163265306123
BRCA,KIFC2,1,49,2.0408163265306123
BRCA,KIT,1,49,2.0408163265306123
BRCA,KLF17,1,49,2.0408163265306123
BRCA,KLF3,1,49,2.0408163265306123
BRCA,KLF4,1,49,2.0408163265306123
BRCA,KLF7,1,49,2.0408163265306123
BRCA,KLHL12,1,49,2.0408163265306123
BRCA,KLHL13,1,49,2.0408163265306123
BRCA,KLHL25,1,49,2.0408163265306123
BRCA,KLHL30,1,49,2.0408163265306123
BRCA,KLHL35,1,49,2.0408163265306123
BRCA,KLHL38,1,49,2.0408163265306123
BRCA,KLHL4,1,49,2.0408163265306123
BRCA,KLK12,1,49,2.0408163265306123
BRCA,KLK2,1,49,2.0408163265306123
BRCA,KMO,1,49,2.0408163265306123
BRCA,KMT2B,1,49,2.0408163265306123
BRCA,KMT2D,1,49,2.0408163265306123
BRCA,KMT2E,1,49,2.0408163265306123
BRCA,KNG1,1,49,2.0408163265306123
BRCA,KNTC1,1,49,2.0408163265306123
BRCA,KRT27,1,49,2.0408163265306123
BRCA,KRT32,1,49,2.0408163265306123
BRCA,KRT34,1,49,2.0408163265306123
BRCA,KRT39,1,49,2.0408163265306123
BRCA,KRT7,1,49,2.0408163265306123
BRCA,KRT72,1,49,2.0408163265306123
BRCA,KRT9,1,49,2.0408163265306123
BRCA,KRTAP4-12,1,49,2.0408163265306123
BRCA,KSR1,1,49,2.0408163265306123
BRCA,KSR2,1,49,2.0408163265306123
BRCA,L1TD1,1,49,2.0408163265306123
BRCA,L3MBTL4,1,49,2.0408163265306123
BRCA,LAMA1,1,49,2.0408163265306123
BRCA,LAMB2,1,49,2.0408163265306123
BRCA,LAMC1,1,49,2.0408163265306123
BRCA,LAMTOR2,1,49,2.0408163265306123
BRCA,LANCL2,1,49,2.0408163265306123
BRCA,LAPTM5,1,49,2.0408163265306123
BRCA,LARS2,1,49,2.0408163265306123
BRCA,LBP,1,49,2.0408163265306123
BRCA,LBX2,1,49,2.0408163265306123
BRCA,LCA5L,1,49,2.0408163265306123
BRCA,LCE1C,1,49,2.0408163265306123
BRCA,LCE4A,1,49,2.0408163265306123
BRCA,LDB3,1,49,2.0408163265306123
BRCA,LDLRAD1,1,49,2.0408163265306123
BRCA,LGALS14,1,49,2.0408163265306123
BRCA,LGR6,1,49,2.0408163265306123
BRCA,LHX1,1,49,2.0408163265306123
BRCA,LILRA1,1,49,2.0408163265306123
BRCA,LILRB5,1,49,2.0408163265306123
BRCA,LINC02210-CRHR1,1,49,2.0408163265306123
BRCA,LIPC,1,49,2.0408163265306123
BRCA,LIPE,1,49,2.0408163265306123
BRCA,LIPF,1,49,2.0408163265306123
BRCA,LIPT1,1,49,2.0408163265306123
BRCA,LMBR1,1,49,2.0408163265306123
BRCA,LMO3,1,49,2.0408163265306123
BRCA,LNPK,1,49,2.0408163265306123
BRCA,LOXL2,1,49,2.0408163265306123
BRCA,LPA,1,49,2.0408163265306123
BRCA,LPAL2,1,49,2.0408163265306123
BRCA,LPAR1,1,49,2.0408163265306123
BRCA,LPAR4,1,49,2.0408163265306123
BRCA,LPCAT1,1,49,2.0408163265306123
BRCA,LPCAT4,1,49,2.0408163265306123
BRCA,LPIN1,1,49,2.0408163265306123
BRCA,LPL,1,49,2.0408163265306123
BRCA,LPO,1,49,2.0408163265306123
BRCA,LPP,1,49,2.0408163265306123
BRCA,LRBA,1,49,2.0408163265306123
BRCA,LRCH3,1,49,2.0408163265306123
BRCA,LRGUK,1,49,2.0408163265306123
BRCA,LRIT3,1,49,2.0408163265306123
BRCA,LRP1,1,49,2.0408163265306123
BRCA,LRP12,1,49,2.0408163265306123
BRCA,LRP1B,1,49,2.0408163265306123
BRCA,LRP6,1,49,2.0408163265306123
BRCA,LRP8,1,49,2.0408163265306123
BRCA,LRRC42,1,49,2.0408163265306123
BRCA,LRRC4B,1,49,2.0408163265306123
BRCA,LRRC61,1,49,2.0408163265306123
BRCA,LRRC66,1,49,2.0408163265306123
BRCA,LRRC7,1,49,2.0408163265306123
BRCA,LRRC8E,1,49,2.0408163265306123
BRCA,LRRIQ1,1,49,2.0408163265306123
BRCA,LRRN3,1,49,2.0408163265306123
BRCA,LRRTM4,1,49,2.0408163265306123
BRCA,LSM4,1,49,2.0408163265306123
BRCA,LSM5,1,49,2.0408163265306123
BRCA,LTA,1,49,2.0408163265306123
BRCA,LTBP4,1,49,2.0408163265306123
BRCA,LTN1,1,49,2.0408163265306123
BRCA,LY75,1,49,2.0408163265306123
BRCA,LYRM1,1,49,2.0408163265306123
BRCA,LYZL6,1,49,2.0408163265306123
BRCA,LZTS1,1,49,2.0408163265306123
BRCA,MACO1,1,49,2.0408163265306123
BRCA,MAGEA11,1,49,2.0408163265306123
BRCA,MAGEA4,1,49,2.0408163265306123
BRCA,MAGEB2,1,49,2.0408163265306123
BRCA,MAGEB3,1,49,2.0408163265306123
BRCA,MAGEB6,1,49,2.0408163265306123
BRCA,MAGEE2,1,49,2.0408163265306123
BRCA,MAN2C1,1,49,2.0408163265306123
BRCA,MANBA,1,49,2.0408163265306123
BRCA,MAP1B,1,49,2.0408163265306123
BRCA,MAP2K4,1,49,2.0408163265306123
BRCA,MAP3K13,1,49,2.0408163265306123
BRCA,MAP3K5,1,49,2.0408163265306123
BRCA,MAPK1,1,49,2.0408163265306123
BRCA,MAPK14,1,49,2.0408163265306123
BRCA,MAPK8IP3,1,49,2.0408163265306123
BRCA,MAPKAPK3,1,49,2.0408163265306123
BRCA,MAPKBP1,1,49,2.0408163265306123
BRCA,MARCHF1,1,49,2.0408163265306123
BRCA,MARCHF10,1,49,2.0408163265306123
BRCA,MARK1,1,49,2.0408163265306123
BRCA,MASP1,1,49,2.0408163265306123
BRCA,MASP2,1,49,2.0408163265306123
BRCA,MATN4,1,49,2.0408163265306123
BRCA,MBD6,1,49,2.0408163265306123
BRCA,MBTD1,1,49,2.0408163265306123
BRCA,MCHR1,1,49,2.0408163265306123
BRCA,MCM7,1,49,2.0408163265306123
BRCA,MCTP2,1,49,2.0408163265306123
BRCA,MDM2,1,49,2.0408163265306123
BRCA,MDM4,1,49,2.0408163265306123
BRCA,ME3,1,49,2.0408163265306123
BRCA,MECOM,1,49,2.0408163265306123
BRCA,MED14,1,49,2.0408163265306123
BRCA,MED31,1,49,2.0408163265306123
BRCA,MEFV,1,49,2.0408163265306123
BRCA,MEI1,1,49,2.0408163265306123
BRCA,METTL25,1,49,2.0408163265306123
BRCA,METTL27,1,49,2.0408163265306123
BRCA,METTL7B,1,49,2.0408163265306123
BRCA,MFAP3L,1,49,2.0408163265306123
BRCA,MFRP,1,49,2.0408163265306123
BRCA,MGAT4A,1,49,2.0408163265306123
BRCA,MGAT4C,1,49,2.0408163265306123
BRCA,MGME1,1,49,2.0408163265306123
BRCA,MGST3,1,49,2.0408163265306123
BRCA,MIA3,1,49,2.0408163265306123
BRCA,MICAL2,1,49,2.0408163265306123
BRCA,MID1,1,49,2.0408163265306123
BRCA,MINAR1,1,49,2.0408163265306123
BRCA,MINK1,1,49,2.0408163265306123
BRCA,MIR221,1,49,2.0408163265306123
BRCA,MIR410,1,49,2.0408163265306123
BRCA,MIR524,1,49,2.0408163265306123
BRCA,MIR9-1HG,1,49,2.0408163265306123
BRCA,MIS12,1,49,2.0408163265306123
BRCA,MKNK2,1,49,2.0408163265306123
BRCA,MKS1,1,49,2.0408163265306123
BRCA,MLPH,1,49,2.0408163265306123
BRCA,MLX,1,49,2.0408163265306123
BRCA,MMEL1,1,49,2.0408163265306123
BRCA,MMP11,1,49,2.0408163265306123
BRCA,MMS22L,1,49,2.0408163265306123
BRCA,MNDA,1,49,2.0408163265306123
BRCA,MOAP1,1,49,2.0408163265306123
BRCA,MOV10,1,49,2.0408163265306123
BRCA,MOV10L1,1,49,2.0408163265306123
BRCA,MOXD1,1,49,2.0408163265306123
BRCA,MPHOSPH10,1,49,2.0408163265306123
BRCA,MPP3,1,49,2.0408163265306123
BRCA,MPV17L2,1,49,2.0408163265306123
BRCA,MRC2,1,49,2.0408163265306123
BRCA,MRGPRD,1,49,2.0408163265306123
BRCA,MRNIP,1,49,2.0408163265306123
BRCA,MROH5,1,49,2.0408163265306123
BRCA,MROH9,1,49,2.0408163265306123
BRCA,MRPL2,1,49,2.0408163265306123
BRCA,MRPL38,1,49,2.0408163265306123
BRCA,MRPL46,1,49,2.0408163265306123
BRCA,MRTFA,1,49,2.0408163265306123
BRCA,MSH5,1,49,2.0408163265306123
BRCA,MSH6,1,49,2.0408163265306123
BRCA,MSMP,1,49,2.0408163265306123
BRCA,MSN,1,49,2.0408163265306123
BRCA,MSRA,1,49,2.0408163265306123
BRCA,MSRB3,1,49,2.0408163265306123
BRCA,MTBP,1,49,2.0408163265306123
BRCA,MTERF1,1,49,2.0408163265306123
BRCA,MTHFD2L,1,49,2.0408163265306123
BRCA,MTM1,1,49,2.0408163265306123
BRCA,MUC1,1,49,2.0408163265306123
BRCA,MUC3A,1,49,2.0408163265306123
BRCA,MXRA5,1,49,2.0408163265306123
BRCA,MYB,1,49,2.0408163265306123
BRCA,MYBL2,1,49,2.0408163265306123
BRCA,MYBPC2,1,49,2.0408163265306123
BRCA,MYH13,1,49,2.0408163265306123
BRCA,MYH14,1,49,2.0408163265306123
BRCA,MYH2,1,49,2.0408163265306123
BRCA,MYH3,1,49,2.0408163265306123
BRCA,MYH4,1,49,2.0408163265306123
BRCA,MYH6,1,49,2.0408163265306123
BRCA,MYL5,1,49,2.0408163265306123
BRCA,MYLK3,1,49,2.0408163265306123
BRCA,MYLPF,1,49,2.0408163265306123
BRCA,MYO18A,1,49,2.0408163265306123
BRCA,MYO18B,1,49,2.0408163265306123
BRCA,MYO1C,1,49,2.0408163265306123
BRCA,MYO5A,1,49,2.0408163265306123
BRCA,MYO6,1,49,2.0408163265306123
BRCA,MYOM1,1,49,2.0408163265306123
BRCA,MYOM2,1,49,2.0408163265306123
BRCA,MYOM3,1,49,2.0408163265306123
BRCA,MYPN,1,49,2.0408163265306123
BRCA,N4BP1,1,49,2.0408163265306123
BRCA,N4BP3,1,49,2.0408163265306123
BRCA,NAA25,1,49,2.0408163265306123
BRCA,NAALAD2,1,49,2.0408163265306123
BRCA,NAB1,1,49,2.0408163265306123
BRCA,NACA,1,49,2.0408163265306123
BRCA,NASP,1,49,2.0408163265306123
BRCA,NAV3,1,49,2.0408163265306123
BRCA,NBEA,1,49,2.0408163265306123
BRCA,NBEAL1,1,49,2.0408163265306123
BRCA,NBN,1,49,2.0408163265306123
BRCA,NBPF11,1,49,2.0408163265306123
BRCA,NCKAP1,1,49,2.0408163265306123
BRCA,NCL,1,49,2.0408163265306123
BRCA,NCOR2,1,49,2.0408163265306123
BRCA,NDUFA1,1,49,2.0408163265306123
BRCA,NDUFAF1,1,49,2.0408163265306123
BRCA,NDUFS1,1,49,2.0408163265306123
BRCA,NDUFV1,1,49,2.0408163265306123
BRCA,NEDD9,1,49,2.0408163265306123
BRCA,NEK5,1,49,2.0408163265306123
BRCA,NELL1,1,49,2.0408163265306123
BRCA,NETO1,1,49,2.0408163265306123
BRCA,NEURL4,1,49,2.0408163265306123
BRCA,NFASC,1,49,2.0408163265306123
BRCA,NFE2,1,49,2.0408163265306123
BRCA,NFE2L1,1,49,2.0408163265306123
BRCA,NFIB,1,49,2.0408163265306123
BRCA,NFKBIB,1,49,2.0408163265306123
BRCA,NFXL1,1,49,2.0408163265306123
BRCA,NGF,1,49,2.0408163265306123
BRCA,NGFR,1,49,2.0408163265306123
BRCA,NID1,1,49,2.0408163265306123
BRCA,NIN,1,49,2.0408163265306123
BRCA,NLGN2,1,49,2.0408163265306123
BRCA,NLGN4X,1,49,2.0408163265306123
BRCA,NLN,1,49,2.0408163265306123
BRCA,NLRC3,1,49,2.0408163265306123
BRCA,NLRP10,1,49,2.0408163265306123
BRCA,NLRP11,1,49,2.0408163265306123
BRCA,NME7,1,49,2.0408163265306123
BRCA,NMNAT2,1,49,2.0408163265306123
BRCA,NMT1,1,49,2.0408163265306123
BRCA,NMUR1,1,49,2.0408163265306123
BRCA,NNT,1,49,2.0408163265306123
BRCA,NOL4L,1,49,2.0408163265306123
BRCA,NOL6,1,49,2.0408163265306123
BRCA,NOMO1,1,49,2.0408163265306123
BRCA,NOP58,1,49,2.0408163265306123
BRCA,NOP9,1,49,2.0408163265306123
BRCA,NOX3,1,49,2.0408163265306123
BRCA,NOX4,1,49,2.0408163265306123
BRCA,NPAP1,1,49,2.0408163265306123
BRCA,NPC1,1,49,2.0408163265306123
BRCA,NPHP1,1,49,2.0408163265306123
BRCA,NPHS2,1,49,2.0408163265306123
BRCA,NPSR1,1,49,2.0408163265306123
BRCA,NPTXR,1,49,2.0408163265306123
BRCA,NR1I3,1,49,2.0408163265306123
BRCA,NR4A3,1,49,2.0408163265306123
BRCA,NR5A2,1,49,2.0408163265306123
BRCA,NRAP,1,49,2.0408163265306123
BRCA,NRDE2,1,49,2.0408163265306123
BRCA,NRK,1,49,2.0408163265306123
BRCA,NRP2,1,49,2.0408163265306123
BRCA,NRXN1,1,49,2.0408163265306123
BRCA,NSMCE1,1,49,2.0408163265306123
BRCA,NSMCE2,1,49,2.0408163265306123
BRCA,NSUN5,1,49,2.0408163265306123
BRCA,NTAN1,1,49,2.0408163265306123
BRCA,NTF4,1,49,2.0408163265306123
BRCA,NTN4,1,49,2.0408163265306123
BRCA,NUP153,1,49,2.0408163265306123
BRCA,NUP160,1,49,2.0408163265306123
BRCA,NUP205,1,49,2.0408163265306123
BRCA,NUP214,1,49,2.0408163265306123
BRCA,NUP58,1,49,2.0408163265306123
BRCA,NUP62CL,1,49,2.0408163265306123
BRCA,NXF1,1,49,2.0408163265306123
BRCA,NYAP1,1,49,2.0408163265306123
BRCA,OBSCN,1,49,2.0408163265306123
BRCA,OBSL1,1,49,2.0408163265306123
BRCA,ODF2,1,49,2.0408163265306123
BRCA,OGDH,1,49,2.0408163265306123
BRCA,OGDHL,1,49,2.0408163265306123
BRCA,OGT,1,49,2.0408163265306123
BRCA,OLFML3,1,49,2.0408163265306123
BRCA,OMD,1,49,2.0408163265306123
BRCA,OPA3,1,49,2.0408163265306123
BRCA,OPRM1,1,49,2.0408163265306123
BRCA,OPTN,1,49,2.0408163265306123
BRCA,OR11H6,1,49,2.0408163265306123
BRCA,OR13C2,1,49,2.0408163265306123
BRCA,OR1Q1,1,49,2.0408163265306123
BRCA,OR2F1,1,49,2.0408163265306123
BRCA,OR2L13,1,49,2.0408163265306123
BRCA,OR2T1,1,49,2.0408163265306123
BRCA,OR2T12,1,49,2.0408163265306123
BRCA,OR2T33,1,49,2.0408163265306123
BRCA,OR2W5,1,49,2.0408163265306123
BRCA,OR3A2,1,49,2.0408163265306123
BRCA,OR4K2,1,49,2.0408163265306123
BRCA,OR4P4,1,49,2.0408163265306123
BRCA,OR4S1,1,49,2.0408163265306123
BRCA,OR51A4,1,49,2.0408163265306123
BRCA,OR51D1,1,49,2.0408163265306123
BRCA,OR51Q1,1,49,2.0408163265306123
